"郵便番号（7桁）","","導管事業者名","都道府県名","市区町村名","町域名","市区町村名","町域名","導管事業者ID","契約プランID","契約プラン名","託送供給契約約款区分","料金地区区分コード","備考"
"2260019","226-0019","東京ガス","神奈川県","横浜市緑区","中山","ヨコハマシミドリク","ナカヤマ","1","2","プレミアム5+プラン","","",""
"2260027","226-0027","東京ガス","神奈川県","横浜市緑区","長津田","ヨコハマシミドリク","ナガツタ","1","2","プレミアム5+プラン","","",""
"2260026","226-0026","東京ガス","神奈川県","横浜市緑区","長津田町","ヨコハマシミドリク","ナガツタチョウ","1","2","プレミアム5+プラン","","",""
"2260018","226-0018","東京ガス","神奈川県","横浜市緑区","長津田みなみ台","ヨコハマシミドリク","ナガツタミナミダイ","1","2","プレミアム5+プラン","","",""
"2260017","226-0017","東京ガス","神奈川県","横浜市緑区","新治町","ヨコハマシミドリク","ニイハルチョウ","1","2","プレミアム5+プラン","","",""
"2260024","226-0024","東京ガス","神奈川県","横浜市緑区","西八朔町","ヨコハマシミドリク","ニシハッサクチョウ","1","2","プレミアム5+プラン","","",""
"2260006","226-0006","東京ガス","神奈川県","横浜市緑区","白山","ヨコハマシミドリク","ハクサン","1","2","プレミアム5+プラン","","",""
"2260002","226-0002","東京ガス","神奈川県","横浜市緑区","東本郷","ヨコハマシミドリク","ヒガシホンゴウ","1","2","プレミアム5+プラン","","",""
"2260001","226-0001","東京ガス","神奈川県","横浜市緑区","東本郷町","ヨコハマシミドリク","ヒガシホンゴウチョウ","1","2","プレミアム5+プラン","","",""
"2260015","226-0015","東京ガス","神奈川県","横浜市緑区","三保町","ヨコハマシミドリク","ミホチョウ","1","2","プレミアム5+プラン","","",""
"2260029","226-0029","東京ガス","神奈川県","横浜市緑区","森の台","ヨコハマシミドリク","モリノダイ","1","2","プレミアム5+プラン","","",""
"2460000","246-0000","東京ガス","神奈川県","横浜市瀬谷区","","ヨコハマシセヤク","","1","2","プレミアム5+プラン","","",""
"2460013","246-0013","東京ガス","神奈川県","横浜市瀬谷区","相沢","ヨコハマシセヤク","アイザワ","1","2","プレミアム5+プラン","","",""
"2460023","246-0023","東京ガス","神奈川県","横浜市瀬谷区","阿久和東","ヨコハマシセヤク","アクワヒガシ","1","2","プレミアム5+プラン","","",""
"2460025","246-0025","東京ガス","神奈川県","横浜市瀬谷区","阿久和西","ヨコハマシセヤク","アクワニシ","1","2","プレミアム5+プラン","","",""
"2460026","246-0026","東京ガス","神奈川県","横浜市瀬谷区","阿久和南","ヨコハマシセヤク","アクワミナミ","1","2","プレミアム5+プラン","","",""
"2460012","246-0012","東京ガス","神奈川県","横浜市瀬谷区","東野","ヨコハマシセヤク","アズマノ","1","2","プレミアム5+プラン","","",""
"2460011","246-0011","東京ガス","神奈川県","横浜市瀬谷区","東野台","ヨコハマシセヤク","アズマノダイ","1","2","プレミアム5+プラン","","",""
"2460001","246-0001","東京ガス","神奈川県","横浜市瀬谷区","卸本町","ヨコハマシセヤク","オロシホンチョウ","1","2","プレミアム5+プラン","","",""
"2460006","246-0006","東京ガス","神奈川県","横浜市瀬谷区","上瀬谷町","ヨコハマシセヤク","カミセヤチョウ","1","2","プレミアム5+プラン","","",""
"2460036","246-0036","東京ガス","神奈川県","横浜市瀬谷区","北新","ヨコハマシセヤク","キタシン","1","2","プレミアム5+プラン","","",""
"2460002","246-0002","東京ガス","神奈川県","横浜市瀬谷区","北町","ヨコハマシセヤク","キタマチ","1","2","プレミアム5+プラン","","",""
"2460008","246-0008","東京ガス","神奈川県","横浜市瀬谷区","五貫目町","ヨコハマシセヤク","ゴカンメチョウ","1","2","プレミアム5+プラン","","",""
"2460035","246-0035","東京ガス","神奈川県","横浜市瀬谷区","下瀬谷","ヨコハマシセヤク","シモセヤ","1","2","プレミアム5+プラン","","",""
"2460031","246-0031","東京ガス","神奈川県","横浜市瀬谷区","瀬谷","ヨコハマシセヤク","セヤ","1","2","プレミアム5+プラン","","",""
"2460003","246-0003","東京ガス","神奈川県","横浜市瀬谷区","瀬谷町","ヨコハマシセヤク","セヤチョウ","1","2","プレミアム5+プラン","","",""
"2460005","246-0005","東京ガス","神奈川県","横浜市瀬谷区","竹村町","ヨコハマシセヤク","タケムラチョウ","1","2","プレミアム5+プラン","","",""
"2460014","246-0014","東京ガス","神奈川県","横浜市瀬谷区","中央","ヨコハマシセヤク","チュウオウ","1","2","プレミアム5+プラン","","",""
"2460004","246-0004","東京ガス","神奈川県","横浜市瀬谷区","中屋敷","ヨコハマシセヤク","ナカヤシキ","1","2","プレミアム5+プラン","","",""
"2460037","246-0037","東京ガス","神奈川県","横浜市瀬谷区","橋戸","ヨコハマシセヤク","ハシド","1","2","プレミアム5+プラン","","",""
"2460021","246-0021","東京ガス","神奈川県","横浜市瀬谷区","二ツ橋町","ヨコハマシセヤク","フタツバシチョウ","1","2","プレミアム5+プラン","","",""
"2460015","246-0015","東京ガス","神奈川県","横浜市瀬谷区","本郷","ヨコハマシセヤク","ホンゴウ","1","2","プレミアム5+プラン","","",""
"2460022","246-0022","東京ガス","神奈川県","横浜市瀬谷区","三ツ境","ヨコハマシセヤク","ミツキョウ","1","2","プレミアム5+プラン","","",""
"2460034","246-0034","東京ガス","神奈川県","横浜市瀬谷区","南瀬谷","ヨコハマシセヤク","ミナミセヤ","1","2","プレミアム5+プラン","","",""
"2460032","246-0032","東京ガス","神奈川県","横浜市瀬谷区","南台","ヨコハマシセヤク","ミナミダイ","1","2","プレミアム5+プラン","","",""
"2460038","246-0038","東京ガス","神奈川県","横浜市瀬谷区","宮沢","ヨコハマシセヤク","ミヤザワ","1","2","プレミアム5+プラン","","",""
"2460007","246-0007","東京ガス","神奈川県","横浜市瀬谷区","目黒町","ヨコハマシセヤク","メグロチョウ","1","2","プレミアム5+プラン","","",""
"2470000","247-0000","東京ガス","神奈川県","横浜市栄区","","ヨコハマシサカエク","","1","2","プレミアム5+プラン","","",""
"2440842","244-0842","東京ガス","神奈川県","横浜市栄区","飯島町","ヨコハマシサカエク","イイジマチョウ","1","2","プレミアム5+プラン","","",""
"2470026","247-0026","東京ガス","神奈川県","横浜市栄区","犬山町","ヨコハマシサカエク","イノヤマチョウ","1","2","プレミアム5+プラン","","",""
"2470027","247-0027","東京ガス","神奈川県","横浜市栄区","尾月","ヨコハマシサカエク","オヅキ","1","2","プレミアム5+プラン","","",""
"2470006","247-0006","東京ガス","神奈川県","横浜市栄区","笠間","ヨコハマシサカエク","カサマ","1","2","プレミアム5+プラン","","",""
"2470009","247-0009","東京ガス","神奈川県","横浜市栄区","鍛冶ケ谷","ヨコハマシサカエク","カジガヤ","1","2","プレミアム5+プラン","","",""
"2470003","247-0003","東京ガス","神奈川県","横浜市栄区","鍛冶ケ谷町","ヨコハマシサカエク","カジガヤチョウ","1","2","プレミアム5+プラン","","",""
"2470031","247-0031","東京ガス","神奈川県","横浜市栄区","桂台北","ヨコハマシサカエク","カツラダイキタ","1","2","プレミアム5+プラン","","",""
"2470034","247-0034","東京ガス","神奈川県","横浜市栄区","桂台中","ヨコハマシサカエク","カツラダイナカ","1","2","プレミアム5+プラン","","",""
"2470035","247-0035","東京ガス","神奈川県","横浜市栄区","桂台西","ヨコハマシサカエク","カツラダイニシ","1","2","プレミアム5+プラン","","",""
"2470032","247-0032","東京ガス","神奈川県","横浜市栄区","桂台東","ヨコハマシサカエク","カツラダイヒガシ","1","2","プレミアム5+プラン","","",""
"2470033","247-0033","東京ガス","神奈川県","横浜市栄区","桂台南","ヨコハマシサカエク","カツラダイミナミ","1","2","プレミアム5+プラン","","",""
"2470005","247-0005","東京ガス","神奈川県","横浜市栄区","桂町","ヨコハマシサカエク","カツラチョウ","1","2","プレミアム5+プラン","","",""
"2440845","244-0845","東京ガス","神奈川県","横浜市栄区","金井町","ヨコハマシサカエク","カナイチョウ","1","2","プレミアム5+プラン","","",""
"2470013","247-0013","東京ガス","神奈川県","横浜市栄区","上郷町","ヨコハマシサカエク","カミゴウチョウ","1","2","プレミアム5+プラン","","",""
"2470025","247-0025","東京ガス","神奈川県","横浜市栄区","上之町","ヨコハマシサカエク","カミノチョウ","1","2","プレミアム5+プラン","","",""
"2470028","247-0028","東京ガス","神奈川県","横浜市栄区","亀井町","ヨコハマシサカエク","カメイチョウ","1","2","プレミアム5+プラン","","",""
"2470014","247-0014","東京ガス","神奈川県","横浜市栄区","公田町","ヨコハマシサカエク","クデンチョウ","1","2","プレミアム5+プラン","","",""
"2470007","247-0007","東京ガス","神奈川県","横浜市栄区","小菅ケ谷","ヨコハマシサカエク","コスガヤ","1","2","プレミアム5+プラン","","",""
"2470001","247-0001","東京ガス","神奈川県","横浜市栄区","小菅ケ谷町","ヨコハマシサカエク","コスガヤチョウ","1","2","プレミアム5+プラン","","",""
"2470002","247-0002","東京ガス","神奈川県","横浜市栄区","小山台","ヨコハマシサカエク","コヤマダイ","1","2","プレミアム5+プラン","","",""
"2470022","247-0022","東京ガス","神奈川県","横浜市栄区","庄戸","ヨコハマシサカエク","ショウド","1","2","プレミアム5+プラン","","",""
"2440844","244-0844","東京ガス","神奈川県","横浜市栄区","田谷町","ヨコハマシサカエク","タヤチョウ","1","2","プレミアム5+プラン","","",""
"2470015","247-0015","東京ガス","神奈川県","横浜市栄区","中野町","ヨコハマシサカエク","ナカノチョウ","1","2","プレミアム5+プラン","","",""
"2440843","244-0843","東京ガス","神奈川県","横浜市栄区","長尾台町","ヨコハマシサカエク","ナガオダイチョウ","1","2","プレミアム5+プラン","","",""
"2470023","247-0023","東京ガス","神奈川県","横浜市栄区","長倉町","ヨコハマシサカエク","ナガクラチョウ","1","2","プレミアム5+プラン","","",""
"2440841","244-0841","東京ガス","神奈川県","横浜市栄区","長沼町","ヨコハマシサカエク","ナガヌマチョウ","1","2","プレミアム5+プラン","","",""
"2470024","247-0024","東京ガス","神奈川県","横浜市栄区","野七里","ヨコハマシサカエク","ノシチリ","1","2","プレミアム5+プラン","","",""
"2470004","247-0004","東京ガス","神奈川県","横浜市栄区","柏陽","ヨコハマシサカエク","ハクヨウ","1","2","プレミアム5+プラン","","",""
"2470021","247-0021","東京ガス","神奈川県","横浜市栄区","東上郷町","ヨコハマシサカエク","ヒガシカミゴウチョウ","1","2","プレミアム5+プラン","","",""
"2470008","247-0008","東京ガス","神奈川県","横浜市栄区","本郷台","ヨコハマシサカエク","ホンゴウダイ","1","2","プレミアム5+プラン","","",""
"2470011","247-0011","東京ガス","神奈川県","横浜市栄区","元大橋","ヨコハマシサカエク","モトオオハシ","1","2","プレミアム5+プラン","","",""
"2470012","247-0012","東京ガス","神奈川県","横浜市栄区","若竹町","ヨコハマシサカエク","ワカタケチョウ","1","2","プレミアム5+プラン","","",""
"2450000","245-0000","東京ガス","神奈川県","横浜市泉区","","ヨコハマシイズミク","","1","2","プレミアム5+プラン","","",""
"2450001","245-0001","東京ガス","神奈川県","横浜市泉区","池の谷","ヨコハマシイズミク","イケノタニ","1","2","プレミアム5+プラン","","",""
"2450022","245-0022","東京ガス","神奈川県","横浜市泉区","和泉が丘","ヨコハマシイズミク","イズミガオカ","1","2","プレミアム5+プラン","","",""
"2450024","245-0024","東京ガス","神奈川県","横浜市泉区","和泉中央北","ヨコハマシイズミク","イズミチュウオウキタ","1","2","プレミアム5+プラン","","",""
"2450023","245-0023","東京ガス","神奈川県","横浜市泉区","和泉中央南","ヨコハマシイズミク","イズミチュウオウミナミ","1","2","プレミアム5+プラン","","",""
"2450016","245-0016","東京ガス","神奈川県","横浜市泉区","和泉町","ヨコハマシイズミク","イズミチョウ","1","2","プレミアム5+プラン","","",""
"2450003","245-0003","東京ガス","神奈川県","横浜市泉区","岡津町","ヨコハマシイズミク","オカヅチョウ","1","2","プレミアム5+プラン","","",""
"2450007","245-0007","東京ガス","神奈川県","横浜市泉区","桂坂","ヨコハマシイズミク","カツラザカ","1","2","プレミアム5+プラン","","",""
"2450018","245-0018","東京ガス","神奈川県","横浜市泉区","上飯田町","ヨコハマシイズミク","カミイイダチョウ","1","2","プレミアム5+プラン","","",""
"2450017","245-0017","東京ガス","神奈川県","横浜市泉区","下飯田町","ヨコハマシイズミク","シモイイダチョウ","1","2","プレミアム5+プラン","","",""
"2450021","245-0021","東京ガス","神奈川県","横浜市泉区","下和泉","ヨコハマシイズミク","シモイズミ","1","2","プレミアム5+プラン","","",""
"2450005","245-0005","東京ガス","神奈川県","横浜市泉区","白百合","ヨコハマシイズミク","シラユリ","1","2","プレミアム5+プラン","","",""
"2450009","245-0009","東京ガス","神奈川県","横浜市泉区","新橋町","ヨコハマシイズミク","シンバシチョウ","1","2","プレミアム5+プラン","","",""
"2450011","245-0011","東京ガス","神奈川県","横浜市泉区","中田町","ヨコハマシイズミク","ナカタチョウ","1","2","プレミアム5+プラン","","",""
"2450013","245-0013","東京ガス","神奈川県","横浜市泉区","中田東","ヨコハマシイズミク","ナカタヒガシ","1","2","プレミアム5+プラン","","",""
"2450015","245-0015","東京ガス","神奈川県","横浜市泉区","中田西","ヨコハマシイズミク","ナカタニシ","1","2","プレミアム5+プラン","","",""
"2450014","245-0014","東京ガス","神奈川県","横浜市泉区","中田南","ヨコハマシイズミク","ナカタミナミ","1","2","プレミアム5+プラン","","",""
"2450012","245-0012","東京ガス","神奈川県","横浜市泉区","中田北","ヨコハマシイズミク","ナカタキタ","1","2","プレミアム5+プラン","","",""
"2450006","245-0006","東京ガス","神奈川県","横浜市泉区","西が岡","ヨコハマシイズミク","ニシガオカ","1","2","プレミアム5+プラン","","",""
"2450008","245-0008","東京ガス","神奈川県","横浜市泉区","弥生台","ヨコハマシイズミク","ヤヨイダイ","1","2","プレミアム5+プラン","","",""
"2450004","245-0004","東京ガス","神奈川県","横浜市泉区","領家","ヨコハマシイズミク","リョウケ","1","2","プレミアム5+プラン","","",""
"2450002","245-0002","東京ガス","神奈川県","横浜市泉区","緑園","ヨコハマシイズミク","リョクエン","1","2","プレミアム5+プラン","","",""
"2270000","227-0000","東京ガス","神奈川県","横浜市青葉区","","ヨコハマシアオバク","","1","2","プレミアム5+プラン","","",""
"2270062","227-0062","東京ガス","神奈川県","横浜市青葉区","青葉台","ヨコハマシアオバク","アオバダイ","1","2","プレミアム5+プラン","","",""
"2270066","227-0066","東京ガス","神奈川県","横浜市青葉区","あかね台","ヨコハマシアオバク","アカネダイ","1","2","プレミアム5+プラン","","",""
"2250011","225-0011","東京ガス","神奈川県","横浜市青葉区","あざみ野","ヨコハマシアオバク","アザミノ","1","2","プレミアム5+プラン","","",""
"2250012","225-0012","東京ガス","神奈川県","横浜市青葉区","あざみ野南","ヨコハマシアオバク","アザミノミナミ","1","2","プレミアム5+プラン","","",""
"2250024","225-0024","東京ガス","神奈川県","横浜市青葉区","市ケ尾町","ヨコハマシアオバク","イチガオチョウ","1","2","プレミアム5+プラン","","",""
"2250002","225-0002","東京ガス","神奈川県","横浜市青葉区","美しが丘","ヨコハマシアオバク","ウツクシガオカ","1","2","プレミアム5+プラン","","",""
"2250001","225-0001","東京ガス","神奈川県","横浜市青葉区","美しが丘西","ヨコハマシアオバク","ウツクシガオカニシ","1","2","プレミアム5+プラン","","",""
"2270052","227-0052","東京ガス","神奈川県","横浜市青葉区","梅が丘","ヨコハマシアオバク","ウメガオカ","1","2","プレミアム5+プラン","","",""
"2250005","225-0005","東京ガス","神奈川県","横浜市青葉区","荏子田","ヨコハマシアオバク","エコダ","1","2","プレミアム5+プラン","","",""
"2250013","225-0013","東京ガス","神奈川県","横浜市青葉区","荏田町","ヨコハマシアオバク","エダチョウ","1","2","プレミアム5+プラン","","",""
"2250014","225-0014","東京ガス","神奈川県","横浜市青葉区","荏田西","ヨコハマシアオバク","エダニシ","1","2","プレミアム5+プラン","","",""
"2250015","225-0015","東京ガス","神奈川県","横浜市青葉区","荏田北","ヨコハマシアオバク","エダキタ","1","2","プレミアム5+プラン","","",""
"2270063","227-0063","東京ガス","神奈川県","横浜市青葉区","榎が丘","ヨコハマシアオバク","エノキガオカ","1","2","プレミアム5+プラン","","",""
"2250023","225-0023","東京ガス","神奈川県","横浜市青葉区","大場町","ヨコハマシアオバク","オオバチョウ","1","2","プレミアム5+プラン","","",""
"2270065","227-0065","東京ガス","神奈川県","横浜市青葉区","恩田町","ヨコハマシアオバク","オンダチョウ","1","2","プレミアム5+プラン","","",""
"2270048","227-0048","東京ガス","神奈川県","横浜市青葉区","柿の木台","ヨコハマシアオバク","カキノキダイ","1","2","プレミアム5+プラン","","",""
"2270034","227-0034","東京ガス","神奈川県","横浜市青葉区","桂台","ヨコハマシアオバク","カツラダイ","1","2","プレミアム5+プラン","","",""
"2270041","227-0041","東京ガス","神奈川県","横浜市青葉区","上谷本町","ヨコハマシアオバク","カミヤモトチョウ","1","2","プレミアム5+プラン","","",""
"2270033","227-0033","東京ガス","神奈川県","横浜市青葉区","鴨志田町","ヨコハマシアオバク","カモシダチョウ","1","2","プレミアム5+プラン","","",""
"2250025","225-0025","東京ガス","神奈川県","横浜市青葉区","鉄町","ヨコハマシアオバク","クロガネチョウ","1","2","プレミアム5+プラン","","",""
"2250022","225-0022","東京ガス","神奈川県","横浜市青葉区","黒須田","ヨコハマシアオバク","クロスダ","1","2","プレミアム5+プラン","","",""
"2270061","227-0061","東京ガス","神奈川県","横浜市青葉区","桜台","ヨコハマシアオバク","サクラダイ","1","2","プレミアム5+プラン","","",""
"2270053","227-0053","東京ガス","神奈川県","横浜市青葉区","さつきが丘","ヨコハマシアオバク","サツキガオカ","1","2","プレミアム5+プラン","","",""
"2270031","227-0031","東京ガス","神奈川県","横浜市青葉区","寺家町","ヨコハマシアオバク","ジケチョウ","1","2","プレミアム5+プラン","","",""
"2270042","227-0042","東京ガス","神奈川県","横浜市青葉区","下谷本町","ヨコハマシアオバク","シモヤモトチョウ","1","2","プレミアム5+プラン","","",""
"2270054","227-0054","東京ガス","神奈川県","横浜市青葉区","しらとり台","ヨコハマシアオバク","シラトリダイ","1","2","プレミアム5+プラン","","",""
"2250003","225-0003","東京ガス","神奈川県","横浜市青葉区","新石川","ヨコハマシアオバク","シンイシカワ","1","2","プレミアム5+プラン","","",""
"2250021","225-0021","東京ガス","神奈川県","横浜市青葉区","すすき野","ヨコハマシアオバク","ススキノ","1","2","プレミアム5+プラン","","",""
"2270035","227-0035","東京ガス","神奈川県","横浜市青葉区","すみよし台","ヨコハマシアオバク","スミヨシダイ","1","2","プレミアム5+プラン","","",""
"2270046","227-0046","東京ガス","神奈川県","横浜市青葉区","たちばな台","ヨコハマシアオバク","タチバナダイ","1","2","プレミアム5+プラン","","",""
"2270064","227-0064","東京ガス","神奈川県","横浜市青葉区","田奈町","ヨコハマシアオバク","タナチョウ","1","2","プレミアム5+プラン","","",""
"2270051","227-0051","東京ガス","神奈川県","横浜市青葉区","千草台","ヨコハマシアオバク","チグサダイ","1","2","プレミアム5+プラン","","",""
"2270055","227-0055","東京ガス","神奈川県","横浜市青葉区","つつじが丘","ヨコハマシアオバク","ツツジガオカ","1","2","プレミアム5+プラン","","",""
"2270038","227-0038","東京ガス","神奈川県","横浜市青葉区","奈良","ヨコハマシアオバク","ナラ","1","2","プレミアム5+プラン","","",""
"2270036","227-0036","東京ガス","神奈川県","横浜市青葉区","奈良町","ヨコハマシアオバク","ナラチョウ","1","2","プレミアム5+プラン","","",""
"2270032","227-0032","東京ガス","神奈川県","横浜市青葉区","成合町","ヨコハマシアオバク","ナリアイチョウ","1","2","プレミアム5+プラン","","",""
"2270043","227-0043","東京ガス","神奈川県","横浜市青葉区","藤が丘","ヨコハマシアオバク","フジガオカ","1","2","プレミアム5+プラン","","",""
"2270067","227-0067","東京ガス","神奈川県","横浜市青葉区","松風台","ヨコハマシアオバク","マツカゼダイ","1","2","プレミアム5+プラン","","",""
"2250016","225-0016","東京ガス","神奈川県","横浜市青葉区","みすずが丘","ヨコハマシアオバク","ミスズガオカ","1","2","プレミアム5+プラン","","",""
"2270047","227-0047","東京ガス","神奈川県","横浜市青葉区","みたけ台","ヨコハマシアオバク","ミタケダイ","1","2","プレミアム5+プラン","","",""
"2270037","227-0037","東京ガス","神奈川県","横浜市青葉区","緑山","ヨコハマシアオバク","ミドリヤマ","1","2","プレミアム5+プラン","","",""
"2270044","227-0044","東京ガス","神奈川県","横浜市青葉区","もえぎ野","ヨコハマシアオバク","モエギノ","1","2","プレミアム5+プラン","","",""
"2250004","225-0004","東京ガス","神奈川県","横浜市青葉区","元石川町","ヨコハマシアオバク","モトイシカワチョウ","1","2","プレミアム5+プラン","","",""
"2250026","225-0026","東京ガス","神奈川県","横浜市青葉区","もみの木台","ヨコハマシアオバク","モミノキダイ","1","2","プレミアム5+プラン","","",""
"2270045","227-0045","東京ガス","神奈川県","横浜市青葉区","若草台","ヨコハマシアオバク","ワカクサダイ","1","2","プレミアム5+プラン","","",""
"2240000","224-0000","東京ガス","神奈川県","横浜市都筑区","","ヨコハマシツヅキク","","1","2","プレミアム5+プラン","","",""
"2240016","224-0016","東京ガス","神奈川県","横浜市都筑区","あゆみが丘","ヨコハマシツヅキク","アユミガオカ","1","2","プレミアム5+プラン","","",""
"2240053","224-0053","東京ガス","神奈川県","横浜市都筑区","池辺町","ヨコハマシツヅキク","イコノベチョウ","1","2","プレミアム5+プラン","","",""
"2240012","224-0012","東京ガス","神奈川県","横浜市都筑区","牛久保","ヨコハマシツヅキク","ウシクボ","1","2","プレミアム5+プラン","","",""
"2240011","224-0011","東京ガス","神奈川県","横浜市都筑区","牛久保町","ヨコハマシツヅキク","ウシクボチョウ","1","2","プレミアム5+プラン","","",""
"2240014","224-0014","東京ガス","神奈川県","横浜市都筑区","牛久保東","ヨコハマシツヅキク","ウシクボヒガシ","1","2","プレミアム5+プラン","","",""
"2240015","224-0015","東京ガス","神奈川県","横浜市都筑区","牛久保西","ヨコハマシツヅキク","ウシクボニシ","1","2","プレミアム5+プラン","","",""
"2240004","224-0004","東京ガス","神奈川県","横浜市都筑区","荏田東町","ヨコハマシツヅキク","エダヒガシチョウ","1","2","プレミアム5+プラン","","",""
"2240008","224-0008","東京ガス","神奈川県","横浜市都筑区","荏田南町","ヨコハマシツヅキク","エダミナミチョウ","1","2","プレミアム5+プラン","","",""
"2240006","224-0006","東京ガス","神奈川県","横浜市都筑区","荏田東","ヨコハマシツヅキク","エダヒガシ","1","2","プレミアム5+プラン","","",""
"2240007","224-0007","東京ガス","神奈川県","横浜市都筑区","荏田南","ヨコハマシツヅキク","エダミナミ","1","2","プレミアム5+プラン","","",""
"2240042","224-0042","東京ガス","神奈川県","横浜市都筑区","大熊町","ヨコハマシツヅキク","オオクマチョウ","1","2","プレミアム5+プラン","","",""
"2240028","224-0028","東京ガス","神奈川県","横浜市都筑区","大棚西","ヨコハマシツヅキク","オオダナニシ","1","2","プレミアム5+プラン","","",""
"2240027","224-0027","東京ガス","神奈川県","横浜市都筑区","大棚町","ヨコハマシツヅキク","オオダナチョウ","1","2","プレミアム5+プラン","","",""
"2240061","224-0061","東京ガス","神奈川県","横浜市都筑区","大丸","ヨコハマシツヅキク","オオマル","1","2","プレミアム5+プラン","","",""
"2240043","224-0043","東京ガス","神奈川県","横浜市都筑区","折本町","ヨコハマシツヅキク","オリモトチョウ","1","2","プレミアム5+プラン","","",""
"2240055","224-0055","東京ガス","神奈川県","横浜市都筑区","加賀原","ヨコハマシツヅキク","カガハラ","1","2","プレミアム5+プラン","","",""
"2240034","224-0034","東京ガス","神奈川県","横浜市都筑区","勝田町","ヨコハマシツヅキク","カチダチョウ","1","2","プレミアム5+プラン","","",""
"2240036","224-0036","東京ガス","神奈川県","横浜市都筑区","勝田南","ヨコハマシツヅキク","カチダミナミ","1","2","プレミアム5+プラン","","",""
"2240044","224-0044","東京ガス","神奈川県","横浜市都筑区","川向町","ヨコハマシツヅキク","カワムコウチョウ","1","2","プレミアム5+プラン","","",""
"2240056","224-0056","東京ガス","神奈川県","横浜市都筑区","川和台","ヨコハマシツヅキク","カワワダイ","1","2","プレミアム5+プラン","","",""
"2240057","224-0057","東京ガス","神奈川県","横浜市都筑区","川和町","ヨコハマシツヅキク","カワワチョウ","1","2","プレミアム5+プラン","","",""
"2240021","224-0021","東京ガス","神奈川県","横浜市都筑区","北山田","ヨコハマシツヅキク","キタヤマタ","1","2","プレミアム5+プラン","","",""
"2240062","224-0062","東京ガス","神奈川県","横浜市都筑区","葛が谷","ヨコハマシツヅキク","クズガヤ","1","2","プレミアム5+プラン","","",""
"2240054","224-0054","東京ガス","神奈川県","横浜市都筑区","佐江戸町","ヨコハマシツヅキク","サエドチョウ","1","2","プレミアム5+プラン","","",""
"2240046","224-0046","東京ガス","神奈川県","横浜市都筑区","桜並木","ヨコハマシツヅキク","サクラナミキ","1","2","プレミアム5+プラン","","",""
"2240035","224-0035","東京ガス","神奈川県","横浜市都筑区","新栄町","ヨコハマシツヅキク","シンエイチョウ","1","2","プレミアム5+プラン","","",""
"2240013","224-0013","東京ガス","神奈川県","横浜市都筑区","すみれが丘","ヨコハマシツヅキク","スミレガオカ","1","2","プレミアム5+プラン","","",""
"2240065","224-0065","東京ガス","神奈川県","横浜市都筑区","高山","ヨコハマシツヅキク","タカヤマ","1","2","プレミアム5+プラン","","",""
"2240032","224-0032","東京ガス","神奈川県","横浜市都筑区","茅ケ崎中央","ヨコハマシツヅキク","チガサキチュウオウ","1","2","プレミアム5+プラン","","",""
"2240031","224-0031","東京ガス","神奈川県","横浜市都筑区","茅ケ崎町","ヨコハマシツヅキク","チガサキチョウ","1","2","プレミアム5+プラン","","",""
"2240033","224-0033","東京ガス","神奈川県","横浜市都筑区","茅ケ崎東","ヨコハマシツヅキク","チガサキヒガシ","1","2","プレミアム5+プラン","","",""
"2240037","224-0037","東京ガス","神奈川県","横浜市都筑区","茅ケ崎南","ヨコハマシツヅキク","チガサキミナミ","1","2","プレミアム5+プラン","","",""
"2240001","224-0001","東京ガス","神奈川県","横浜市都筑区","中川","ヨコハマシツヅキク","ナカガワ","1","2","プレミアム5+プラン","","",""
"2240003","224-0003","東京ガス","神奈川県","横浜市都筑区","中川中央","ヨコハマシツヅキク","ナカガワチュウオウ","1","2","プレミアム5+プラン","","",""
"2240041","224-0041","東京ガス","神奈川県","横浜市都筑区","仲町台","ヨコハマシツヅキク","ナカマチダイ","1","2","プレミアム5+プラン","","",""
"2240063","224-0063","東京ガス","神奈川県","横浜市都筑区","長坂","ヨコハマシツヅキク","ナガサカ","1","2","プレミアム5+プラン","","",""
"2240052","224-0052","東京ガス","神奈川県","横浜市都筑区","二の丸","ヨコハマシツヅキク","ニノマル","1","2","プレミアム5+プラン","","",""
"2240025","224-0025","東京ガス","神奈川県","横浜市都筑区","早渕","ヨコハマシツヅキク","ハヤブチ","1","2","プレミアム5+プラン","","",""
"2240045","224-0045","東京ガス","神奈川県","横浜市都筑区","東方町","ヨコハマシツヅキク","ヒガシカタチョウ","1","2","プレミアム5+プラン","","",""
"2240023","224-0023","東京ガス","神奈川県","横浜市都筑区","東山田","ヨコハマシツヅキク","ヒガシヤマタ","1","2","プレミアム5+プラン","","",""
"2240024","224-0024","東京ガス","神奈川県","横浜市都筑区","東山田町","ヨコハマシツヅキク","ヒガシヤマタチョウ","1","2","プレミアム5+プラン","","",""
"2240064","224-0064","東京ガス","神奈川県","横浜市都筑区","平台","ヨコハマシツヅキク","ヒラダイ","1","2","プレミアム5+プラン","","",""
"2240051","224-0051","東京ガス","神奈川県","横浜市都筑区","富士見が丘","ヨコハマシツヅキク","フジミガオカ","1","2","プレミアム5+プラン","","",""
"2240029","224-0029","東京ガス","神奈川県","横浜市都筑区","南山田","ヨコハマシツヅキク","ミナミヤマタ","1","2","プレミアム5+プラン","","",""
