"確認済","","都道府県","市区","町村等","電力会社電話番号","水道局問い合わせ先","水道局電話番号","受付時間","定休日","ＨＰ","","","",""
"済","2706","愛知県","名古屋市中村区","並木","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2707","愛知県","名古屋市中村区","賑町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2708","愛知県","名古屋市中村区","西米野町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2709","愛知県","名古屋市中村区","西栄町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2710","愛知県","名古屋市中村区","鈍池町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2711","愛知県","名古屋市中村区","野上町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2712","愛知県","名古屋市中村区","野田町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2713","愛知県","名古屋市中村区","則武町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2714","愛知県","名古屋市中村区","則武","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2715","愛知県","名古屋市中村区","則武本通","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2716","愛知県","名古屋市中村区","羽衣町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2717","愛知県","名古屋市中村区","橋下町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2718","愛知県","名古屋市中村区","畑江通","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2719","愛知県","名古屋市中村区","八社","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2720","愛知県","名古屋市中村区","八田町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2721","愛知県","名古屋市中村区","東宿町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2722","愛知県","名古屋市中村区","日ノ宮町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2723","愛知県","名古屋市中村区","日比津町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2724","愛知県","名古屋市中村区","日吉町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2725","愛知県","名古屋市中村区","平池町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2726","愛知県","名古屋市中村区","枇杷島町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2727","愛知県","名古屋市中村区","深川町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2728","愛知県","名古屋市中村区","藤江町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2729","愛知県","名古屋市中村区","二瀬町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2730","愛知県","名古屋市中村区","二ツ橋町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2731","愛知県","名古屋市中村区","本陣通","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2732","愛知県","名古屋市中村区","牧野町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2733","愛知県","名古屋市中村区","松原町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2734","愛知県","名古屋市中村区","道下町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2735","愛知県","名古屋市中村区","宮塚町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2736","愛知県","名古屋市中村区","向島町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2737","愛知県","名古屋市中村区","名西通","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2738","愛知県","名古屋市中村区","名楽町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2739","愛知県","名古屋市中村区","元中村町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2740","愛知県","名古屋市中村区","森末町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2741","愛知県","名古屋市中村区","森田町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2742","愛知県","名古屋市中村区","靖国町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2743","愛知県","名古屋市中村区","横井町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2744","愛知県","名古屋市中村区","横井","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2745","愛知県","名古屋市中村区","横前町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2746","愛知県","名古屋市中村区","若宮町","0120-985-723","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2747","愛知県","名古屋市中村区","牛島町","0120-985-729","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2748","愛知県","名古屋市中村区","大船町","0120-985-729","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2749","愛知県","名古屋市中村区","水主町","0120-985-729","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2750","愛知県","名古屋市中村区","笹島町","0120-985-729","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2751","愛知県","名古屋市中村区","那古野","0120-985-729","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2752","愛知県","名古屋市中村区","納屋町","0120-985-729","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2753","愛知県","名古屋市中村区","西日置","0120-985-729","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2754","愛知県","名古屋市中村区","広小路西通","0120-985-729","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2755","愛知県","名古屋市中村区","船入町","0120-985-729","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2756","愛知県","名古屋市中村区","松重町","0120-985-729","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2757","愛知県","名古屋市中村区","名駅","0120-985-729","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2626","愛知県","名古屋市天白区","","0120-985-713","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2760","愛知県","名古屋市東区","","0120-985-729","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2762","愛知県","名古屋市南区","","0120-985-760","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2621","愛知県","名古屋市熱田区","","0120-985-710","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2628","愛知県","名古屋市北区","","0120-985-720","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2627","愛知県","名古屋市名東区","","0120-985-717","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"済","2761","愛知県","名古屋市緑区","","0120-985-760","名古屋市上下水道局受付","052-884-5959","平日8：45～19：00、土日祝祭日8：45～17：00","年中無休","https://www.water.city.nagoya.jp/category/tyuushikaishi/1048.html","","","",""
"不可","7082","沖縄県","名護市","","0120-586-390","名護水道部","0980-53-1212","平日8：30～17：15","土日祝","http://www.city.nago.okinawa.jp/soshiki/kankyousuidou-nav/2018071300125/","","","",""
"済","279","宮城県","名取市","","0120-175-266","名取水道事業所","022-724-7137","8：30～17：00","土・日・祝日","https://www.city.natori.miyagi.jp/soshiki/suidou/node_4181","","","",""
"済","2878","三重県","名張市","","0120-985-311","名張水道部CS","0595-63-4111","8：30～17：15","土・日・祝日","https://www.city.nabari.lg.jp/s047/030/030/000/350/201502052805.html","","","",""
"済","4831","兵庫県","明石市","","0800-777-8046","明石水道CS","078-915-0270","平日・土日祝　8：55～17：40","1/1～1/3","http://www2.city.akashi.lg.jp/suidou/suidou/qa/ryokinhen.htm#10","","","",""
"済","6152","徳島県","鳴門市","","0120-564-552","鳴門市水道事業課","088-685-3330","","","","","","",""
"済","970","千葉県","茂原市","","0120-99-5551","長生郡市全域 東計電算茂原営業所","0475-27-3888","平日8：30～17：15、土曜8：30～正午","日・祝日","https://www.city.mobara.chiba.jp/0000003166.html","","","",""
"不可","131","北海道","網走郡","美幌町","0120-12-6565","美幌水道部","0152-73-1111","","","","","","",""
"不可","132","北海道","網走郡","津別町","0120-12-6565","津別町役場","0152-76-2151","","","","","","",""
"済","133","北海道","網走郡","大空町","0120-12-6565","大空町建設課","0152-74-2111","8：45～17：30","土・日・祝日","","","","",""
"済","20","北海道","網走市","","0120-12-6565","網走市水道料金ｾﾝﾀｰ","0152-45-1132","8：30～17：30","土・日・祝日","","","","",""
"済","860","千葉県","木更津市","","0120-99-5551","木更津市水道部","0438-23-0741","8：30～17：15","日・祝日","https://www.blue.c-d-c.net/kisarazu/","","","",""
"済","2108","長野県","木曽郡","上松町","0120-984-532","上松水道係","0264-52-2001","8：30～17：15","土・日・祝","http://www.town.agematsu.nagano.jp/gyousei/","","","",""
"不可","2109","長野県","木曽郡","南木曽町","0120-984-532","南木曽役場","0264-57-2001","","","","","","",""
"不可","2110","長野県","木曽郡","木祖村","0120-984-532","木祖村役場","0264-36-2001","","","","","","",""
"不可","2111","長野県","木曽郡","王滝村","0120-984-532","王滝村役場","0264-48-2001","","","","","","",""
"不可","2112","長野県","木曽郡","大桑村","0120-984-532","大桑村役場","0264-55-3080","","","","","","",""
"済","2113","長野県","木曽郡","木曽町","0120-984-532","木曽町役場","0264-22-3000","8：30～17：15","土・日・祝","","","","",""
"不可","3739","京都府","木津川市","","0800-777-8033","水道業務課給水係","0774-75-1250","平日8：30～17：15","土日祝","https://www.city.kizugawa.lg.jp/index.cfm/1,html","","","",""
"済","6243","香川県","木田郡","三木町","0120-410-761","三木水道係 ","087-891-3312","8：30～17：15","土・日・祝日","","","","",""
"済","1808","東京都","目黒区","","0120-995-001","水道局お客さまセンター","03-5326-1101","平日～土曜8：30～20：00","日・祝日","https://www.waterworks.metro.tokyo.lg.jp/","","","",""
"不可","187","北海道","目梨郡","羅臼町","0120-12-6565","羅臼町役場","0153-87-2163","","","","","","",""
"済","140","北海道","紋別郡","遠軽町","0120-12-6565","遠軽水道課","0158-42-4815","8：45～17：30","土・日・祝日","","","","",""
"済","141","北海道","紋別郡","湧別町","0120-12-6565","湧別水道課","01586-2-5867","8：30～17：15","土・日・祝日","","","","",""
"不可","142","北海道","紋別郡","滝上町","0120-12-6565","滝上水道係","0158-29-2111","","","","","","",""
"不可","143","北海道","紋別郡","興部町","0120-12-6565","興部水道管理係","0158-82-2165","","","","","","",""
"不可","144","北海道","紋別郡","西興部村","0120-12-6565","西興部水道係","0158-87-2111","","","","","","",""
"不可","145","北海道","紋別郡","雄武町","0120-12-6565","雄武水道課","0158-84-2121","","","","","","",""
"不可","28","北海道","紋別市","","0120-12-6565","紋別水道部","0158-24-2111","8：30～17：45","土・日・祝日","","","","",""
"済","4746","大阪府","門真市","","0800-777-8016","上下水道局","06-6903-2121","平日9：00～１７：３０","土日祝","https://www.city.kadoma.osaka.jp/kakutoiawase/suido.html","","","",""
"不可","410","福島県","耶麻郡西会津町","","0120-175-266","西会津町上下水道係","0241-45-4534","","","","","","",""
"済","412","福島県","耶麻郡猪苗代町","","0120-175-266","猪苗代町上下水道課","0242-62-5622","8：30～17：15","土・日・祝","https://www.town.inawashiro.fukushima.jp/cb/hpc/Article-124-4290.html","","","",""
"不可","411","福島県","耶麻郡磐梯町","","0120-175-266","磐梯町上下水道係","0242-74-1228","","","","","","",""
"不可","409","福島県","耶麻郡北塩原村","","0120-175-266","北塩原村建設課","0241-23-3261","","","","","","",""
"不可","3160","滋賀県","野洲市","","0800-777-8061","野洲市上下水道課","077-589-6433","平日8：00～17：15","土日祝","http://www.city.yasu.lg.jp/","","","",""
"済","969","千葉県","野田市","","0120-99-5555","野田市水道部お客様センター","04-7122-5959","8：30～20：00","土・日・祝日","https://www.city.noda.chiba.jp/suido/1005172/1005218.html","","","",""
"済","184","北海道","野付郡","別海町","0120-12-6565","別海町役場","0153-75-2111","8：45～17：30","土・日・祝日","","","","",""
"済","1993","石川県","野々市市","","0120-776453","野々市市役所","076-227-6102","8：30～17：15","土・日・祝日","","","","",""
"済","2772","愛知県","弥富市","鯏浦町上六","0120-985-721","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2773","愛知県","弥富市","鯏浦町気開","0120-985-721","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2774","愛知県","弥富市","鯏浦町下六","0120-985-721","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2775","愛知県","弥富市","海老江","0120-985-721","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2776","愛知県","弥富市","鎌倉町","0120-985-721","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2777","愛知県","弥富市","川平","0120-985-721","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2778","愛知県","弥富市","五之三川平","0120-985-721","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2779","愛知県","弥富市","五之三町","0120-985-721","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2780","愛知県","弥富市","五明","0120-985-721","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2781","愛知県","弥富市","五明町","0120-985-721","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2782","愛知県","弥富市","西中地町","0120-985-721","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2783","愛知県","弥富市","荷之上町","0120-985-721","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2784","愛知県","弥富市","東中地","0120-985-721","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2785","愛知県","弥富市","前ケ平","0120-985-721","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2786","愛知県","弥富市","曙","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2787","愛知県","弥富市","桴場","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2788","愛知県","弥富市","稲狐町","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2789","愛知県","弥富市","稲元","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2790","愛知県","弥富市","稲元町","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2791","愛知県","弥富市","稲吉","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2792","愛知県","弥富市","稲荷","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2793","愛知県","弥富市","稲荷崎","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2794","愛知県","弥富市","稲荷崎町","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2795","愛知県","弥富市","稲荷町","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2796","愛知県","弥富市","上野町","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2797","愛知県","弥富市","鯏浦町中六","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2798","愛知県","弥富市","鯏浦町西前新田","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2799","愛知県","弥富市","鯏浦町南前新田","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2800","愛知県","弥富市","鯏浦町","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2801","愛知県","弥富市","馬ケ地","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2802","愛知県","弥富市","大谷","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2803","愛知県","弥富市","海屋","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2804","愛知県","弥富市","海屋町","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2805","愛知県","弥富市","加稲","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2806","愛知県","弥富市","鎌島","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2807","愛知県","弥富市","上押萩","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2808","愛知県","弥富市","上押萩町","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2809","愛知県","弥富市","亀ケ地","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2810","愛知県","弥富市","川原欠","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2811","愛知県","弥富市","川原欠町","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2812","愛知県","弥富市","寛延","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2813","愛知県","弥富市","間崎","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2814","愛知県","弥富市","間崎町","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2815","愛知県","弥富市","神戸","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2816","愛知県","弥富市","神戸町","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2817","愛知県","弥富市","狐地","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2818","愛知県","弥富市","狐地町","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2819","愛知県","弥富市","楠","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
"済","2820","愛知県","弥富市","操出","0120-985-711","海部南部水道企業団","0567-32-3111","8：30～17：00","土・日・祝日","http://www1.clovernet.ne.jp/amasui/","","","",""
